TP,TM_FC,SEQ,TM_EQK,MSC,MT,LAT,LON,LOC,INT,REM,COR
3,200405302200,22,20040530214554.006,2.2,37.0000,129.3000,경북 울진 북서쪽 약 10km 지역,진도 I : 울진,이 지진으로 인하여 경북 울진지역에서 진동이 감지되었음.,,=
3,200406012030,23,20040601202218.008,3.5,37.2000,130.3000,경북 울진 동북동쪽 약 55km 해역,진도 II : 울진\n진도 I : 포항, 안동,이 지진으로 인하여 경북 울진지역에서 진동이 감지되었음.,
3,200406012030,23,20040601202218.008,3.5,37.2000,130.3000,경북 울진 동북동쪽 약 55km 해역,진도 II : 울진\n진도 I : 포항, 안동,이 지진으로 인하여 경북 울진지역에서 진동이 감지되었음.,
3,200406111635,24,20040611162540.002,2.1,37.3000,128.7000,강원 정선 남쪽 약 10km 지역,무감,대관령기상대, 영월기상대, 동해기상대
1,200407130000,25,20040713210851.006,2.1,38.5000,126.0000,황해도 사리원 동쪽 약 20km 지역,무감,북한지역으로 유감여부를 확인할 수 없음.,,=
3,200407140000,26,20040714134413.002,2.6,33.4000,127.2000,제주 성산 동쪽  약 30km 해역,무감,제주(청),서귀포(기),성산포(관)에 확인한  결과  무감 임.
3,200407140000,26,20040714134413.002,2.6,33.4000,127.2000,제주 성산 동쪽  약 30km 해역,무감,제주(청),서귀포(기),성산포(관)에 확인한  결과  무감 임.
1,200407140000,26,20040714134413.002,2.6,33.4000,127.2000,제주 성산 동쪽  약 30km 해역,무감,제주(청),서귀포(기),성산포(관)에 확인한  결과  무감 임.
1,200407142045,27,20040714203755.003,2.1,36.4000,127.3000,대전광역시 북서쪽 약 10km 지역,무감,대전(청) 확인결과 무감임.,,=
3,200408060545,28,20040806053252.009,3.3,35.9000,127.4000,전북 전주시 북동쪽 약 15km 지역,,지금까지 조사된 바에 의하면 이 지진으로 인하여 전북 전주지역에서 지진동이 감지되었음.,,=
3,200408060545,28,20040806053252.009,3.3,35.9000,127.4000,전북 전주시 북동쪽 약 15km 지역,진도 Ⅲ : 전주, 진안\n진도 Ⅱ : 장수,지금까지 조사된 바에 의하면 이 지진으로 인하여 전북 전주지역에서 지진동이 감지되었음.,
3,200408060545,28,20040806053252.009,3.3,35.9000,127.4000,전북 전주시 북동쪽 약 15km 지역,진도 Ⅲ : 전주, 진안\n진도 Ⅱ : 장수,지금까지 조사된 바에 의하면 이 지진으로 인하여 전북 전주지역에서 지진동이 감지되었음.,
1,200408110450,29,20040811042948.006,2.3,33.3000,126.2000,제주도 북제주군 한림 남서쪽 약 10km 지역,,고산 기상대에 확인결과 무감임.,,=
3,200408132255,30,20040813224204.001,2.7,37.6000,126.5000,인천광역시 북서쪽 약 20km 지역,유감지진,지금까지 조사된 바에 의하면 이 지진으로 인하여 \n    인천지역에서 진동이 감지되었음,,=
3,200409150755,31,20040915074733.008,2.5,37.5000,126.9000,경기도 광명시 북동쪽 약 5km 지역,유감지진,지금까지 조사된 바에 의하면 이 지진으로 인하여 \n서울 일부지역에서 진동이 감지되었음.,,=
1,200409240000,32,20040924014020.001,2.5,33.4000,127.1000,제주도 성산포 동쪽 약 20km 해역,무감지진,제주지방기상청, 서귀포기상대에 확인한 결과 무감임.,
1,200409271900,33,20040927184733.007,2.7,35.5000,128.3000,경상남도 합천 남동쪽 약 15km 지역,무감지진,대구, 진주, 여수 기상대에 확인한 결과 무감임.
1,200410040635,34,20041004062421.005,2.0,35.5000,128.3000,경상남도 합천 남동쪽 약 15km 지역,무감지진,대구, 진주 기상대에 확인한 결과 무감임.,
1,200410111940,35,20041011191931.009,2.2,38.0000,125.4000,황해도 해주 서쪽 약 30km 지역,,북한지역으로 유감여부 확인불가함,,=
1,200410140307,36,20041014030202.005,2.7,33.7000,127.3000,제주 성산 북동쪽 약 50km 해역,,제주지방청 및 성산포관측소에 확인한 결과 무감 임,,=
1,200410201422,37,20041020141234.007,2.7,34.4000,125.5000,전남 흑산도 남쪽 약 30km 해역,,흑산도 기상대에 확인한 결과 무감 임,,=
1,200411050000,38,20041105012546.002,2.0,37.1000,126.1000,인천광역시 옹진군 덕적도 남서쪽 약 10km 해역,,서산기상대, 인천기상대에 확인한 결과 무감 임,
1,200411281330,39,20041128131506.002,2.4,37.6000,129.5000,강원도 동해시 동북동쪽 약 40km 해역,,대관령, 동해기상대에 확인한 결과 무감 임,
1,200411300000,40,20041130135121.007,2.5,33.2000,125.7000,제주도 모슬포 서쪽 약 50km 해역,무감,제주(청), 고산(기)에 확인한 결과 무감 임,
1,200412100000,41,20041210194105.006,2.3,32.9000,125.8000,제주도 서귀포시 남서쪽 약 110km 해역,무감,제주(청), 고산(기)에 확인한 결과 무감임.,
1,200412120310,42,20041212030009.008,2.1,33.6000,127.7000,제주도 남제주군 성산포 동북동쪽 약 65km 해역,무감,제주(청), 여수(기)에 확인한 결과 무감임.,
1,200502030755,1,20050203074831.003,2.4,39.0000,130.4000,강원 고성 북동쪽 약 150km 해역,무감,강원(청), 울릉도(기), 속초(기)에 확인한 결과 무감임.
1,200502051140,2,20050205112727.006,2.5,33.5000,126.4000,제주시 서쪽 약 10km 해역,무감,제주(청), 고산(기)에 확인한 결과 무감임.,
1,200502072025,3,20050207201604.000,2.8,36.6000,130.0000,경북 영덕 동북동쪽 약 60km해역,무감,울진기상대, 영덕기상관측소에 확인한 결과 무감임.,
3,200502202230,4,20050220221839.000,3.4,35.4000,126.2000,전남 영광군 서북서쪽  약 30km해역,진도 I : 영광, 나주, 무안,전라남도 영광 및 나주일원에서 약한 진동이 감지되었음.
3,200502202230,4,20050220221839.000,3.4,35.4000,126.2200,전남 영광군 서북서쪽  약 30km해역,진도 I : 영광, 나주, 무안,전라남도 영광 및 나주일원에서 약한 진동이 감지되었음.
3,200502202230,4,20050220221839.000,3.4,35.4222,126.2200,전남 영광군 서북서쪽  약 30km해역,진도 I : 영광, 나주, 무안,전라남도 영광 및 나주일원에서 약한 진동이 감지되었음.
3,200502202230,4,20050220221839.000,3.4,35.2000,126.2200,전남 영광군 서북서쪽  약 30km해역,진도 I : 영광, 나주, 무안,전라남도 영광 및 나주일원에서 약한 진동이 감지되었음.
3,200502202230,4,20050220221839.000,3.4,35.4000,126.2000,전남 영광군 서북서쪽  약 30km해역,진도 I : 영광, 나주, 무안,전라남도 영광 및 나주일원에서 약한 진동이 감지되었음.
3,200502202230,4,20050220221839.000,3.4,35.4000,126.2000,전남 영광군 서북서쪽  약 30km해역,진도 I : 영광, 나주, 무안,전라남도 영광 및 나주일원에서 약한 진동이 감지되었음.
3,200502202230,4,20050220221839.000,3.4,35.4000,126.2200,전남 영광군 서북서쪽  약 30km해역,진도 I : 영광, 나주, 무안,전라남도 영광 및 나주일원에서 약한 진동이 감지되었음.
1,200503120000,5,20050312115648.001,2.4,38.8200,127.1400,함경남도 원산시 남남서쪽 약 45km 지역,,철원(기)에 확인결과 무감임.\n북한 지역으로 유감여부 확인 불가.,,=
1,200503172355,6,20050317233952.001,3.1,32.4700,125.8500,제주도 서귀포시 남남서쪽 약 105km 해역,,서귀포(기)에 확인결과 무감임.\n,,=
4,200503201107,0,20050320105300.000,7.0,33.9000,130.2000,일본 후쿠오카 북서쪽 45km 해역,유감,이 지진으로 인하여 경상남도를 비롯한 대부분의 지역에서 진동이 감지되었음.\n,,=
4,200503202005,0,20050320235900.000,4.6,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,,부산지역에서 지진동이 감지되었음.,,=
4,200503202015,0,20050320195200.000,4.5,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,,부산, 통영 지역에서 진동이 감지되었음.,
4,200503220005,0,20050321235900.000,4.6,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,,부산지역에서 지진동이 감지되었음.,,=
1,200503220005,1,20050321235900.000,4.6,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,,부산지역에서 지진동이 감지되었음.,,=
4,200503220005,0,20050321235900.000,4.6,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,,부산지역에서 지진동이 감지되었음.,,=
4,200503220005,0,20050321235921.000,4.6,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,진도 Ⅱ:부산, 마산, 진주, 통영
4,200503221605,4,20050322155543.000,5.1,33.7000,130.2000,일본 후쿠오카 북서쪽 45km 해역,유감,경상남도 지역에서 지진동이 감지되었음.,,=
4,200503242344,0,20050324233843.007,4.1,33.7000,130.2000,일본 후쿠오카 북서쪽 45km 해역,유감,부산지역에서 지진동이 감지되었음.,,=
4,200503252115,0,20050325210300.000,4.3,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,유감,부산, 양산 지역에서 진동이 감지되었음.,
2,200503252115,1,20050325210300.000,4.3,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,유감,원주(기)에서는 지진을 감지하지 못했으며 시민의 제보나 문희사항 없었음.,,=
2,200503252115,1,20050325210300.000,4.3,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,유감,원주(기)에서는 지진을 감지하지 못했으며 시민의 제보나 문희사항 없었음.,,=
2,200503252115,1,20050325210300.000,4.3,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,유감,원주(기)에서는 지진을 감지하지 못했으며 시민의 제보나 문희사항 없었음.,,=
2,200503252115,0,20050325210300.000,4.3,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,유감,원주(기)에서는 지진을 감지하지 못했으며 시민의 제보나 문희사항 없었음.,,=
4,200503252115,0,20050325210300.000,4.3,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,유감,부산, 양산 지역에서 진동이 감지되었음.,
4,200503252115,0,20050325210300.000,4.3,33.8000,130.1000,일본 후쿠오카 북서쪽 45km 해역,유감,부산, 양산 지역에서 진동이 감지되었음.,
2,200503290135,0,20050329011000.000,8.5,2.3000,97.1000,인도네시아 수마트라섬 서쪽 약 70km 해역,무감,위 자료는 알라스카지진해일경보센터 분석 결과임.\n이 지역은 2004년 12월 26일 발생한 인도네시아 지진.지진해일 발생지역으로부터 남동쪽으로 170km 정도 떨어진 지역임.,,=
2,200503310200,8,20050331011900.000,6.5,3.2000,95.4000,인도네시아 수마트라섬 북서부 해역,무감,위 자료는 태평양쯔나미경보센터 분석 결과임.\n이 지진은 3월29일 발생한 규모 8.7지진의 여진으로 추정됨.,,=
2,200503311700,10,20050331162407.000,6.0,1.8000,97.2000,인도네시아 수마트라섬 서부 해역,무감,위 자료는 태평양쯔나미경보센터 분석 결과임.\n이 지진은 3월29일 발생한 규모 8.7지진의 여진으로 추정됨.,,=
1,200503311940,7,20050331193240.005,2.2,36.4000,125.6000,충남 격렬비열도 남남서쪽 약 20km 해역,무감,서산기상대에 확인 결과 무감임,,=
1,200503311940,7,20050331193240.005,2.2,36.4000,125.6000,충남 격렬비열도 남남동쪽 약 20km 해역,무감,서산기상대에 확인 결과 무감임,,=
1,200504010024,8,20050401001519.006,2.2,33.6000,127.0000,제주 성산 북북동쪽 약 25km 해역,무감,제주기상청과 서귀포기상대에 확인 결과 무감임,,=
1,200504010024,8,20050401001519.006,2.4,33.6000,127.0000,제주 성산 북북동쪽 약 25km 해역,무감,제주기상청과 서귀포기상대에 확인 결과 무감임,,=
1,200504010024,8,20050401001519.006,2.4,33.6000,127.0000,제주 성산 북북동쪽 약 25km 해역,무감,제주지방기상청과 서귀포기상대에 확인 결과 무감임,,=
2,200504012200,0,20050401215200.000,4.5,33.7000,130.3000,일본 후쿠오카 북서쪽 약 17km 해역,무감,부산(청), 울산(기)에 확인 결과 무감임.,
2,200504031220,0,20050403121100.000,6.4,2.2000,97.9000,인도네시아 수마트라섬 서부 해역,,위 자료는 태평양쯔나미경보센터 분석 결과임. \n이 지진으로 인한 피해상황은 아직 확인된 바 없음\n이 지진은 3월29일 발생한 규모 8.7지진의 여진으로 추정됨,,=
1,200504091925,9,20050409191359.009,2.4,37.1700,125.4100,인천 덕적도 서쪽 60km 해역,,서산기상대에 확인 결과 무감임,,=
1,200504092315,10,20050409230448.007,2.3,35.6000,130.1000,울산광역시 동쪽 약 70km 해역,,울산기상대에 확인 결과 무감임,,=
1,200504092315,10,20050409230448.007,2.3,35.6000,130.1000,울산광역시 동쪽 약 70km 해역,,울산기상대에 확인 결과 무감임,,=
2,200504092315,10,20050409230448.008,2.3,35.6000,130.1000,울산광역시 동쪽 약 70km 해역,,울산기상대에 확인 결과 무감임,,=
1,200504092315,10,20050409230448.008,2.3,35.6000,130.1000,울산광역시 동쪽 약 70km 해역,,울산기상대에 확인 결과 무감임,,=
2,200504101950,11,20050410192915.000,6.8,1.1000,99.4000,인도네시아 수마트라섬 파당 서쪽 약 100km 해역,,위 자료는 태평양쯔나미경보센터 분석 결과임. \n이 지진으로 인한 피해상황은 아직 확인된 바 없음 \n,,=
2,200504101950,11,20050410192915.000,6.8,-1.1000,99.4000,인도네시아 수마트라섬 파당 서쪽 약 100km 해역,,위 자료는 태평양쯔나미경보센터 분석 결과임. \n이 지진으로 인한 피해상황은 아직 확인된 바 없음 \n,,=
4,200504102040,0,20050410203400.000,4.8,33.7000,130.3000,일본 후쿠오카 북서쪽 약 20km 해역,,지금까지 조사된 바에 의하면 부산에서 지진동이 감지되었음,,=
2,200504110730,0,20050411072200.000,6.1,35.7000,140.7000,일본 동경 동쪽 약 85km 지역,,위 자료는 일본 기상청(JMA)분석 결과임.,,=
2,200504111545,0,20050411151116.000,6.2,2.8000,96.7000,인도네시아 투앙쿠 섬 북북서쪽 약60km 해역,,위 자료는 태평양쯔나미경보센터(PTWC) 분석 결과임.\n이 지진으로 인한 피해상황은 아직 확인된 바 없음,,=
2,200504112140,0,20050411212012.000,6.5,-3.4000,145.6000,파푸아뉴기니 마당 북쪽 약 100km 해역,,위 자료는 태평양쯔나미경보센터(PTWC) 분석 결과임.\n이 지진으로 인한 피해상황은 아직 확인된 바 없음,,=
2,200504112140,0,20050411212012.000,6.5,-3.4000,145.6000,파푸아뉴기니 마당 북쪽 약 200km 해역,,위 자료는 태평양쯔나미경보센터(PTWC) 분석 결과임.\n이 지진으로 인한 피해상황은 아직 확인된 바 없음,,=
2,200504120020,0,20050411235401.000,6.2,-7.6000,-78.1000,페루 트루질로 남서쪽 약 110km 지역,,위 자료는 태평양쯔나미경보센터(PTWC) 분석 결과임.\n이 지진으로 인한 피해상황은 아직 확인된 바 없음,,=
2,200504120245,0,20050412020900.000,6.7,-22.0000,170.6000,뉴칼레도니아 누메이 동쪽 약 440km 해역,,위 자료는 태평양쯔나미경보센터(PTWC) 분석 결과임.\n이 지진으로 인한 피해상황은 아직 확인된 바 없음,,=
2,200504170200,0,20050417013804.000,6.5,1.9000,97.8000,인도네시아 투앙쿠섬 동남동쪽 약 65km 해역,,위 자료는 태평양쯔나미경보센터(PTWC) 분석 결과임.\n이 지진으로 인한 피해상황은 아직 확인된 바 없음,,=
2,200504191100,0,20050419104800.000,6.2,29.7000,139.6000,일본 도쿄 남쪽 약 660km 해역,,위 자료는 일본기상청(JMA) 분석 결과임.\n이 지진으로 인한 피해상황은 아직 확인된 바 없음.,,=
4,200504200620,0,20050420061100.000,5.7,33.7000,130.3000,일본 후쿠오카 북서쪽 25km 해역,,위 자료는 일본기상청(JMA) 분석 결과임.\n지금까지 조사된 바에 의하면 이지진으로 인하여 전국에서 대부분 지역에서 진동이 감지되었음.\n\n\n,,=
4,200504200620,0,20050420061100.000,5.7,33.7000,130.3000,일본 후쿠오카 북서쪽 약 25km 해역,,위 자료는 일본기상청(JMA) 분석 결과임.\n지금까지 조사된 바에 의하면 이지진으로 인하여 전국 대부분 지역에서 진동이 감지되었음.\n\n\n,,=
4,200504200917,0,20050420061100.000,5.1,33.7000,130.3000,일본 후쿠오카 북서쪽 약 25km 해역,유감,위 자료는 일본기상청(JMA) 분석 결과임.\n지금까지 조사된 바에 의하면 이지진으로 인하여 국내 남부지방에서 진동이 감지되었음.\n\n\n,,=
4,200504200917,0,20050420090900.000,5.1,33.7000,130.3000,일본 후쿠오카 북서쪽 약 25km 해역,유감,위 자료는 일본기상청(JMA) 분석 결과임.\n지금까지 조사된 바에 의하면 이지진으로 인하여 국내 남부지방에서 진동이 감지되었음.\n\n\n,,=
1,200504211245,11,20050421123733.006,3.0,34.9100,125.4700,전남 흑산도 북쪽 약 25km 해역,,흑산도기상대, 목포기상대에 확인 결과 무감임,
